"","origin","affected","count","d","trade","o_lpop","o_lgdp","o_civr","o_muslim","o_budhist","o_hindu","o_femil","t_lpop","t_lgdp","t_civr","o_elf","o_infmort","occupier"
"177","Portugal","Albania",0,1.53494919909235,2.26312204176793e-05,16.1148910522461,9.4292573928833,1,0,0,0,11.167,14.9500331878662,6.81715822219849,4.5,0.00700000021606684,8,0
"178","Kenya","Albania",0,3.12904192732515,1.37608049044502e-06,17.1724071502686,5.81312227249146,5.5,0.1,0,0,26.816,14.9500331878662,6.81715822219849,4.5,0.882000029087067,76,0
"179","Uzbekistan","Albania",0,2.5256991244656,4.87467186758295e-05,16.9977226257324,6.18374490737915,6,0.88,0,0,1.361,14.9500331878662,6.81715822219849,4.5,0.477999985218048,22,0
"180","Croatia","Albania",0,0.363943325013304,0.00382738607004285,15.2963352203369,8.51864814758301,4,0,0,0,3.124,14.9500331878662,6.81715822219849,4.5,0.193417996168137,8,0
"181","Nigeria","Albania",0,2.34907475966651,8.76390572557284e-07,18.6113014221191,5.53790235519409,5,0.5,0,0,47.813,14.9500331878662,6.81715822219849,4.5,0.85699999332428,123,0
"182","Venezuela","Albania",0,5.57037114281941,0,16.9596633911133,8.13380146026611,3,0,0,0,8.699,14.9500331878662,6.81715822219849,4.5,0.523999989032745,21,0
"183","Sri Lanka","Albania",0,4.3592770862617,0,16.7493667602539,6.75564956665039,4,0.07,0.699999988079071,0.150000005960464,11.836,14.9500331878662,6.81715822219849,4.5,0.421999990940094,16,0
"184","Chile","Albania",0,7.71288295279024,0,16.5101375579834,8.56620407104492,2,0,0,0,4.756,14.9500331878662,6.81715822219849,4.5,0.514999985694885,10,0
"185","Austria","Albania",0,0.506731934022983,0.00262782350182533,15.9047107696533,10.3707408905029,1,0.085,0,0,0,14.9500331878662,6.81715822219849,4.5,0.152999997138977,5,0
"187","Cote d'Ivoire","Albania",0,2.83835631786968,0,16.5368061065674,6.64203119277954,4,0.4,0,0,64.576,14.9500331878662,6.81715822219849,4.5,0.896000027656555,88,0
"188","Tanzania","Albania",0,3.54401033591247,0,17.284366607666,5.23435163497925,4.5,0.35,0,0,36.516,14.9500331878662,6.81715822219849,4.5,0.919000029563904,85,0
"189","Uganda","Albania",0,2.93907063743934,0,16.8600330352783,5.82908058166504,4,0.16,0,0,45.754,14.9500331878662,6.81715822219849,4.5,0.921999990940094,101,0
"190","El Salvador","Albania",0,6.53760540308944,0,15.6130867004395,7.46229267120361,3,0,0,0,25.129,14.9500331878662,6.81715822219849,4.5,0.158999994397163,31,0
"191","Malawi","Albania",0,3.9211054767833,0,16.1064281463623,5.11416053771973,3,0.2,0,0,55.633,14.9500331878662,6.81715822219849,4.5,0.606000006198883,134,0
"192","Pakistan","Albania",0,2.92079092277785,3.94861217500875e-07,18.6983127593994,6.2307915687561,5,0.97,0,0.00999999977648258,73.787,14.9500331878662,6.81715822219849,4.5,0.537000000476837,91,0
"193","Greece","Albania",0,0.310820626083826,0.0710649043321609,16.1668853759766,9.45141410827637,3,0.013,0,0,4.666,14.9500331878662,6.81715822219849,4.5,0.0850000008940697,6,0
"194","Central Afr. R.","Albania",0,2.55354376400724,0,15.0973882675171,5.80739974975586,4.5,0.15,0,0,68.121,14.9500331878662,6.81715822219849,4.5,0.825999975204468,98,0
"195","Bangladesh","Albania",0,4.16926870241164,3.52239169387758e-07,18.6596984863281,5.88706254959106,4,0.83,0,0.159999996423721,71.478,14.9500331878662,6.81715822219849,4.5,0.0430000014603138,73,0
"197","Germany","Albania",1,0.829566553065609,0.00673730578273535,18.2222290039062,10.367712020874,2,0.037,0,0,0,14.9500331878662,6.81715822219849,4.5,0.111000001430511,5,0
"198","United Arab E.","Albania",0,2.29380760315876,0.000161486328579485,14.8176116943359,9.71221733093262,5,0.96,0,0,22.584,14.9500331878662,6.81715822219849,4.5,0.241999998688698,8,0
"199","Poland","Albania",0,0.755731808698642,0,17.4713497161865,8.16438865661621,2,0,0,0,0.31,14.9500331878662,6.81715822219849,4.5,0.0350000001490116,10,0
"201","Bulgaria","Albania",0,0.202802968541412,0.00518272444605827,15.9265718460083,7.30145025253296,3,0.121,0,0,2.414,14.9500331878662,6.81715822219849,4.5,0.224999994039536,14,0
"202","Russia","Albania",0,1.27974737523311,0.000690770626533777,18.8059425354004,7.75791072845459,4,0.24,0,0,0.681,14.9500331878662,6.81715822219849,4.5,0.333000004291534,17,0
"203","Gambia","Albania",0,2.91294963304282,0,14.0174798965454,5.89190912246704,5.5,0.987,0,0,72.628,14.9500331878662,6.81715822219849,4.5,0.716000020503998,76,0
"204","India","Albania",0,3.30001535281853,6.51943919365294e-05,20.7030639648438,6.10444355010986,3.5,0.12,0,0.813000023365021,56.533,14.9500331878662,6.81715822219849,4.5,0.878000020980835,70,0
"205","Congo","Albania",0,3.16150769462777,0,14.862850189209,6.66730785369873,5,0.02,0,0,28.583,14.9500331878662,6.81715822219849,4.5,0.684000015258789,90,0
"206","Slovenia","Albania",0,0.419925485965498,0.00420701364055276,14.4999198913574,9.31708335876465,2,0.01,0,0,0.406,14.9500331878662,6.81715822219849,4.5,0.398048013448715,5,0
"207","Trinidad & Tobago","Albania",0,5.28286275383419,2.70122018264374e-05,14.0663785934448,8.50862407684326,2,0.058,0,0.237999990582466,8.491,14.9500331878662,6.81715822219849,4.5,0.638999998569489,16,0
"209","Ireland","Albania",0,1.46203709594449,0.00142250652424991,15.1270809173584,10.1496114730835,1,0,0,0,0,14.9500331878662,6.81715822219849,4.5,0.028999999165535,6,0
"210","Switzerland","Albania",0,0.725261626764232,0.00343653792515397,15.7770128250122,10.7315835952759,1,0,0,0,0,14.9500331878662,6.81715822219849,4.5,0.586000025272369,4,0
"211","Philippines","Albania",0,6.11213400420789,0,18.1032257080078,7.04413223266602,3,0.05,0,0,5.44,14.9500331878662,6.81715822219849,4.5,0.859000027179718,32,0
"213","Ecuador","Albania",0,6.65710001625555,8.03649600129575e-05,16.3169460296631,7.43247318267822,3,0,0,0,10.926,14.9500331878662,6.81715822219849,4.5,0.657000005245209,32,0
"214","Ethiopia","Albania",0,2.4908520838952,0,17.9312896728516,4.73172473907471,4.5,0.45,0,0,71.521,14.9500331878662,6.81715822219849,4.5,0.765999972820282,107,0
"216","U.K.","Albania",0,1.18200009413221,0.00208961009047925,17.8981189727783,9.98385238647461,2,0.03,0,0.00999999977648258,0,14.9500331878662,6.81715822219849,4.5,0.388999998569489,6,0
"217","Gabon","Albania",0,2.90084059434635,0,13.9701957702637,8.42650604248047,4,0,0,0,37.8,14.9500331878662,6.81715822219849,4.5,0.808000028133392,86,0
"218","France","Albania",0,0.995450122390178,0.00133873813319951,17.8828258514404,10.2787857055664,2,0.09,0,0,0,14.9500331878662,6.81715822219849,4.5,0.317999988794327,5,0
"220","Saudi Arabia","Albania",0,1.9253686561465,1.96756482182536e-05,16.7961292266846,8.81570148468018,7,1,0,0,36.069,14.9500331878662,6.81715822219849,4.5,0.300000011920929,20,0
"221","Drc","Albania",0,3.16370610994673,0.000265134614892304,17.6908702850342,4.60084247589111,6,0.1,0,0,52.976,14.9500331878662,6.81715822219849,4.5,0.90200001001358,90,0
"222","Bolivia","Albania",0,6.85873824482633,0,15.8886823654175,6.86058473587036,3,0,0,0,22.406,14.9500331878662,6.81715822219849,4.5,0.740000009536743,60,0
"223","Cameroon","Albania",0,2.63770670553931,0,16.4687519073486,6.49595880508423,5,0.2,0,0,33.579,14.9500331878662,6.81715822219849,4.5,0.879000008106232,77,0
"225","Japan","Albania",0,5.8939428411307,0.000171310501173139,18.6517925262451,10.6958694458008,2,0,0.839999973773956,0,0,14.9500331878662,6.81715822219849,4.5,0.0140000004321337,4,0
"226","Guatemala","Albania",0,6.55392579539365,0,16.1950569152832,7.3388524055481,4,0,0,0,40.356,14.9500331878662,6.81715822219849,4.5,0.758000016212463,42,0
"227","Ghana","Albania",0,2.75063472529452,0,16.7278614044189,6.00704288482666,3,0.16,0,0,40.217,14.9500331878662,6.81715822219849,4.5,0.874000012874603,65,0
"228","Guinea","Albania",0,2.99775694144385,7.66901666793274e-06,15.7736482620239,6.39943742752075,5,0.85,0,0,73,14.9500331878662,6.81715822219849,4.5,0.750999987125397,118,0
"229","Denmark","Albania",0,1.042380563428,0.000189650192623958,15.4834060668945,10.5319690704346,1,0.02,0,0,0,14.9500331878662,6.81715822219849,4.5,0.0610000006854534,5,0
"231","Jordan","Albania",0,1.09941264190444,0.000228507997235283,15.3409910202026,7.37906217575073,4.5,0.92,0,0,18.209,14.9500331878662,6.81715822219849,4.5,0.455000013113022,27,0
"232","Mauritius","Albania",0,4.88258857081139,0,13.9636974334717,8.30333137512207,2,0.166,0,0.519999980926514,19.917,14.9500331878662,6.81715822219849,4.5,0.488999992609024,19,0
"233","Haiti","Albania",0,5.48524092478537,0,15.8498239517212,5.90219736099243,5,0,0,0,54.343,14.9500331878662,6.81715822219849,4.5,0.0109999999403954,71,0
"234","Finland","Albania",0,1.31858886003303,0.00656927702948451,15.4550895690918,10.318660736084,1,0,0,0,0,14.9500331878662,6.81715822219849,4.5,0.12899999320507,4,0
"235","Malaysia","Albania",0,5.64972189150783,4.91049322590698e-05,16.9156036376953,8.44575023651123,5,0.604,0.19200000166893,0.063000001013279,18.215,14.9500331878662,6.81715822219849,4.5,0.718999981880188,8,0
"237","Romania","Albania",0,0.382356147406221,0.00152940535917878,16.9290256500244,7.30728626251221,2,0.004,0,0,3.08,14.9500331878662,6.81715822219849,4.5,0.208000004291534,21,0
"238","Lebanon","Albania",0,0.99716235351848,0.000333296047756448,15.2530536651611,7.97413158416748,5,0.7,0,0,20.982,14.9500331878662,6.81715822219849,4.5,0.356000006198883,27,0
"239","Algeria","Albania",0,0.952305164065254,1.48258222907316e-05,17.1999015808105,7.3644061088562,5.5,0.99,0,0,45.931,14.9500331878662,6.81715822219849,4.5,0.29899999499321,35,0
"241","Laos","Albania",0,5.03499342200074,0,15.4324026107788,6.07651996612549,6,0,0.600000023841858,0,69.779,14.9500331878662,6.81715822219849,4.5,0.547999978065491,96,0
"242","Jamaica","Albania",0,5.73185091841985,0,14.7617483139038,7.68165683746338,2.5,0,0,0,10.121,14.9500331878662,6.81715822219849,4.5,0.42399999499321,21,0
"243","Madagascar","Albania",0,4.52154320867158,0,16.4965324401855,5.49355363845825,4,0.07,0,0,42.254,14.9500331878662,6.81715822219849,4.5,0.870999991893768,92,0
"244","South Africa","Albania",0,4.66240385817499,3.6134756555839e-06,17.5387916564941,8.29311752319336,2,0.02,0,0.0149999996647239,16.259,14.9500331878662,6.81715822219849,4.5,0.885999977588654,51,0
"245","Panama","Albania",0,6.2844033949203,7.50403924030252e-05,14.8321895599365,8.23679351806641,3,0,0,0,9.279,14.9500331878662,6.81715822219849,4.5,0.479999989271164,21,0
"246","Argentina","Albania",0,7.21167899427284,7.26739162928425e-05,17.4018039703369,8.99179840087891,3,0,0,0,3.403,14.9500331878662,6.81715822219849,4.5,0.287999987602234,19,0
"247","Iraq","Albania",0,1.45274208791098,0,16.9200973510742,7.389564037323,7,0.97,0,0,56.693,14.9500331878662,6.81715822219849,4.5,0.375,103,0
"248","Burundi","Albania",0,3.14525255337943,0,15.6946992874146,4.9605860710144,6.5,0.1,0,0,62.553,14.9500331878662,6.81715822219849,4.5,0.312999993562698,118,0
"249","Paraguay","Albania",0,6.74946335242839,1.04255050246138e-05,15.4678163528442,7.50971269607544,3,0,0,0,8.544,14.9500331878662,6.81715822219849,4.5,0.180000007152557,24,0
"250","Tunisia","Albania",0,0.604084526932524,0.000356575270416215,16.0490989685059,7.77484273910522,5,0.98,0,0,42.341,14.9500331878662,6.81715822219849,4.5,0.0500000007450581,28,0
"251","Benin","Albania",0,2.62879027049731,0,15.5989570617676,6.00181007385254,2,0.2,0,0,78.238,14.9500331878662,6.81715822219849,4.5,0.524999976158142,87,0
"253","Sierra Leone","Albania",0,3.03506091780615,0,15.390456199646,5.07518577575684,5.5,0.6,0,0,77.4,14.9500331878662,6.81715822219849,4.5,0.767000019550323,169,0
"254","Hungary","Albania",0,0.427376439139959,0.00219959416426718,16.1378974914551,8.54156875610352,2,0,0,0,0.859,14.9500331878662,6.81715822219849,4.5,0.0130000002682209,10,0
"255","Zimbabwe","Albania",0,4.15286921278613,1.94824156096729e-06,16.3169460296631,6.46213531494141,5,0.01,0,0,17.312,14.9500331878662,6.81715822219849,4.5,0.472000002861023,73,0
"256","Iran","Albania",0,1.74147398603409,3.25066830555443e-05,17.9410305023193,7.38988780975342,6.5,0.99,0,0,33.51,14.9500331878662,6.81715822219849,4.5,0.75,26,0
"257","Indonesia","Albania",0,6.33437321415788,2.46160334427259e-06,19.1336307525635,6.94025564193726,4.5,0.88,0.00999999977648258,0.0199999995529652,19.703,14.9500331878662,6.81715822219849,4.5,0.757000029087067,43,0
"258","China","Albania",0,4.76740743391872,0.000334219977958128,20.9383773803711,6.65306282043457,6.5,0.03,0.100000001490116,0,25.583,14.9500331878662,6.81715822219849,4.5,0.130999997258186,31,0
"259","Spain","Albania",0,1.22583633596997,0.00163357774727046,17.4892768859863,9.72631645202637,2,0,0,0,3.551,14.9500331878662,6.81715822219849,4.5,0.46000000834465,5,0
"260","Mozambique","Albania",0,4.71786047755092,0,16.6487236022949,5.24105310440063,4,0.2,0,0,73.621,14.9500331878662,6.81715822219849,4.5,0.698000013828278,67,0
"261","Korea, Rep.","Albania",0,5.3113154612043,0.000239342771237716,17.6528091430664,9.42343330383301,2,0,0.5,0,4.149,14.9500331878662,6.81715822219849,4.5,0.00300000002607703,54,0
"262","Angola","Albania",0,3.48674651797886,0,16.3332061767578,6.2516565322876,6,0,0,0,2.606,14.9500331878662,6.81715822219849,4.5,0.782999992370605,124,0
"263","Tajikistan","Albania",0,2.56393124653525,0,15.6282157897949,5.90925884246826,6,0.9,0,0,1.435,14.9500331878662,6.81715822219849,4.5,0.550000011920929,23,0
"264","Latvia","Albania",0,1.07125657112756,0,14.6951370239258,7.83706903457642,2,0,0,0,0.208,14.9500331878662,6.81715822219849,4.5,0.575824022293091,15,0
"265","Brazil","Albania",0,5.84181356059409,6.40838770777918e-05,18.9274978637695,8.42549896240234,4,0,0,0,15.586,14.9500331878662,6.81715822219849,4.5,0.575999975204468,33,0
"266","Canada","Albania",0,4.4999558183977,8.86402849573642e-05,17.223352432251,9.99863529205322,1,0,0,0,0,14.9500331878662,6.81715822219849,4.5,0.768999993801117,5,0
"267","Italy","Albania",0,0.374937766673492,0.0509623698890209,17.8690338134766,9.92320919036865,2,0,0,0,2.102,14.9500331878662,6.81715822219849,4.5,0.114000000059605,5,0
"269","Mali","Albania",0,2.59457546993025,0,16.1476535797119,5.65223169326782,3,0.9,0,0,68.969,14.9500331878662,6.81715822219849,4.5,0.833000004291534,117,0
"271","Norway","Albania",0,1.34044731170058,0.00125443399883807,15.3043613433838,10.5314788818359,1,0,0,0,0,14.9500331878662,6.81715822219849,4.5,0.0640000030398369,4,0
"272","Turkey","Albania",0,0.689052600825501,0.0062845922075212,17.9649753570557,7.99525117874146,5,0.998,0,0,25.201,14.9500331878662,6.81715822219849,4.5,0.254999995231628,38,0
"273","Libya","Albania",0,0.687306177923939,0,15.4366970062256,8.51719284057617,7,0.97,0,0,34.905,14.9500331878662,6.81715822219849,4.5,0.26800000667572,23,0
"275","Mexico","Albania",0,6.70513367739931,1.10427333765983e-06,18.3714904785156,8.19596576690674,4,0,0,0,11.284,14.9500331878662,6.81715822219849,4.5,0.218999996781349,30,0
"276","Kazakhstan","Albania",0,0.573902530753877,0,16.5578651428223,7.2636137008667,5,0.47,0,0,1.013,14.9500331878662,6.81715822219849,4.5,0.617721974849701,22,0
"277","Liberia","Albania",0,3.063908977359,0,14.9012136459351,5.06913232803345,5,0.2,0,0,65.428,14.9500331878662,6.81715822219849,4.5,0.897000014781952,114,0
"279","Cambodia","Albania",0,5.43307678326805,0,16.2578582763672,5.68605184555054,6,0,0.949999988079071,0,45.171,14.9500331878662,6.81715822219849,4.5,0.1858000010252,102,0
"280","Egypt","Albania",0,1.00645460546958,0.000186266173841432,17.9361724853516,7.0676417350769,6,0.94,0,0,58.302,14.9500331878662,6.81715822219849,4.5,0.025000000372529,49,0
"281","Nicaragua","Albania",0,6.47366736317975,0,15.3862676620483,6.07462215423584,2,0,0,0,33.985,14.9500331878662,6.81715822219849,4.5,0.389999985694885,36,0
"282","Niger","Albania",0,2.19618638340505,0,16.1280460357666,5.33631801605225,5,0.8,0,0,92.289,14.9500331878662,6.81715822219849,4.5,0.681999981403351,76,0
"284","Colombia","Albania",0,6.2067816982095,5.7706497500476e-06,17.5241928100586,7.75578641891479,4,0,0,0,8.937,14.9500331878662,6.81715822219849,4.5,0.596000015735626,23,0
"285","Costa Rica","Albania",0,6.46726931223128,0,15.1110754013062,8.23838806152344,2,0,0,0,4.683,14.9500331878662,6.81715822219849,4.5,0.458000004291534,13,0
"286","Peru","Albania",0,7.11545155732665,0,17.0263538360596,7.7543363571167,4,0,0,0,15.817,14.9500331878662,6.81715822219849,4.5,0.509999990463257,40,0
"287","Morocco","Albania",0,1.53537670282849,0,17.1405467987061,7.23179769515991,4.5,0.987,0,0,66.08,14.9500331878662,6.81715822219849,4.5,0.398999989032745,49,0
"288","Togo","Albania",0,2.68688420880474,0,15.2643432617188,5.82014417648315,5,0.2,0,0,60.456,14.9500331878662,6.81715822219849,4.5,0.707000017166138,78,0
"290","New Zealand","Albania",0,11.1326266220666,3.29059366777074e-05,15.1484565734863,9.77384090423584,1,0,0,0,0,14.9500331878662,6.81715822219849,4.5,0.421000003814697,5,0
"291","Mauritania","Albania",0,2.64657683764006,0,14.7290458679199,6.19400453567505,5.59999990463257,1,0,0,71.126,14.9500331878662,6.81715822219849,4.5,0.319000005722046,90,0
"292","Korea, North","Albania",0,5.18737967118612,4.47333914053161e-05,16.9065532684326,6.81783056259155,7,0,1,0,4.16,14.9500331878662,6.81715822219849,4.5,0.00400000018998981,9,0
"293","U.S.A.","Albania",0,4.82254575370549,0.000561429653316736,19.4322814941406,10.3335962295532,1,0,0,0,0,14.9500331878662,6.81715822219849,4.5,0.574999988079071,7,0
"294","Uruguay","Albania",0,7.12757353221807,0,15.0060939788818,8.77946186065674,2,0,0,0,2.067,14.9500331878662,6.81715822219849,4.5,0.375,16,0
"295","Sudan","Albania",0,1.93172300422345,0,17.2167072296143,5.70769500732422,7,0.7,0,0,56.725,14.9500331878662,6.81715822219849,4.5,0.731000006198883,69,0
"296","Nepal","Albania",0,3.75240611072731,0,16.9065532684326,5.46367597579956,4,0.038,0.0780000016093254,0.861999988555908,78.178,14.9500331878662,6.81715822219849,4.5,0.658999979496002,77,0
"297","Oman","Albania",0,2.53819418887866,0,14.6492891311646,8.69083690643311,6,0.95,0,0.0500000007450581,42.894,14.9500331878662,6.81715822219849,4.5,0.142000004649162,18,0
"298","Honduras","Albania",0,6.42239784527817,0,15.6236238479614,6.5722074508667,3,0,0,0,26.773,14.9500331878662,6.81715822219849,4.5,0.119999997317791,36,0
"299","Singapore","Albania",0,5.84383513545219,5.84066729061306e-05,15.1823673248291,10.1834478378296,5,0.149,0.425000011920929,0.0399999991059303,12.677,14.9500331878662,6.81715822219849,4.5,0.398000001907349,4,0
"300","Zambia","Albania",0,3.95537470174163,7.47839567338815e-06,16.0840950012207,5.98107004165649,4,0.25,0,0.239999994635582,31.025,14.9500331878662,6.81715822219849,4.5,0.806999981403351,114,0
"301","Oman","Algeria",0,3.39055402790874,0.00179511634632945,14.6492891311646,8.69083690643311,6,0.95,0,0.0500000007450581,42.894,17.1999015808105,7.3644061088562,5.5,0.142000004649162,18,0
"302","Sweden","Algeria",0,1.69241080132891,0.00356899341568351,15.9961309432983,10.3106269836426,1,0,0,0,0,17.1999015808105,7.3644061088562,5.5,0.136999994516373,4,0
"303","Ghana","Algeria",0,2.16711383829478,0,16.7278614044189,6.00704288482666,3,0.16,0,0,40.217,17.1999015808105,7.3644061088562,5.5,0.874000012874603,65,0
"304","Sri Lanka","Algeria",0,5.20330244009995,1.43524739542045e-05,16.7493667602539,6.75564956665039,4,0.07,0.699999988079071,0.150000005960464,11.836,17.1999015808105,7.3644061088562,5.5,0.421999990940094,16,0
"305","Cote d'Ivoire","Algeria",0,2.13715964205426,0,16.5368061065674,6.64203119277954,4,0.4,0,0,64.576,17.1999015808105,7.3644061088562,5.5,0.896000027656555,88,0
